"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/25/2020 05:06:33 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_5PM_2 - CorrectionData"
"Wavelength nm.","Intensity"
365,3.693
366,3.591
366,3.260
367,3.261
367,3.026
368,2.680
368,2.325
369,2.541
369,2.161
370,2.331
370,2.357
371,2.096
371,1.820
372,1.894
372,1.644
373,1.954
373,1.786
374,1.629
374,1.309
375,1.252
375,1.043
376,0.998
376,0.991
377,0.749
377,0.613
378,0.401
378,0.587
379,0.133
379,0.152
380,0.140
380,-0.102
381,-0.087
381,-0.096
382,0.282
382,0.442
383,0.568
383,1.222
384,2.089
384,3.228
385,4.452
385,5.665
386,7.320
386,9.427
387,12.404
387,16.477
388,21.177
388,24.619
389,29.830
389,36.087
390,44.169
390,52.864
391,61.396
391,68.188
392,73.726
392,86.229
393,96.944
393,105.524
394,115.538
394,122.539
395,129.587
395,137.197
396,145.959
396,150.232
397,153.599
397,155.177
398,155.380
398,153.860
399,151.828
399,148.356
400,141.766
400,135.116
401,128.052
401,122.645
402,111.289
402,100.003
403,92.155
403,82.048
404,76.354
404,67.188
405,58.256
405,48.829
406,41.286
406,35.485
407,31.063
407,25.188
408,20.182
408,15.382
409,12.089
409,9.211
410,7.584
410,5.630
411,3.434
411,2.304
412,1.305
412,0.183
413,-0.151
413,-0.548
414,-1.010
414,-1.423
415,-1.741
415,-1.947
416,-2.067
416,-2.024
417,-2.326
417,-2.485
418,-2.588
418,-2.676
419,-2.790
419,-2.749
420,-2.917
420,-3.018
421,-3.189
421,-3.072
422,-3.164
422,-3.136
423,-3.321
423,-3.269
424,-3.227
424,-3.409
425,-3.446
425,-3.419
426,-3.331
426,-3.332
427,-3.343
427,-3.421
428,-3.301
428,-3.313
429,-3.323
429,-3.439
430,-3.396
430,-3.380
431,-3.338
431,-3.425
432,-3.446
432,-3.494
433,-3.446
433,-3.389
434,-3.467
434,-3.439
435,-3.474
435,-3.427
436,-3.563
436,-3.449
437,-3.507
437,-3.443
438,-3.623
438,-3.537
439,-3.506
439,-3.507
440,-3.511
440,-3.587
441,-3.573
441,-3.577
442,-3.573
442,-3.616
443,-3.581
443,-3.616
444,-3.675
444,-3.613
445,-3.590
445,-3.606
446,-3.569
446,-3.588
447,-3.619
447,-3.618
448,-3.634
448,-3.632
449,-3.503
449,-3.489
450,-3.635
450,-3.618
