"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/26/2020 03:26:05 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_3PM_3 - CorrectionData"
"Wavelength nm.","Intensity"
365,7.547
366,7.221
366,6.960
367,6.831
367,6.834
368,6.712
368,6.458
369,6.134
369,6.196
370,6.244
370,5.907
371,5.692
371,6.101
372,5.604
372,5.484
373,5.593
373,5.184
374,5.223
374,5.271
375,5.275
375,4.885
376,5.071
376,4.708
377,4.593
377,4.520
378,4.064
378,4.230
379,4.006
379,4.046
380,3.835
380,3.812
381,3.700
381,3.901
382,4.091
382,4.137
383,4.476
383,5.043
384,6.041
384,6.644
385,7.799
385,9.534
386,11.057
386,13.076
387,16.091
387,19.899
388,24.241
388,28.300
389,33.218
389,38.764
390,46.726
390,56.049
391,63.644
391,70.329
392,77.509
392,89.671
393,98.040
393,107.990
394,117.988
394,125.027
395,132.150
395,140.690
396,146.819
396,151.831
397,156.821
397,157.741
398,157.308
398,155.935
399,154.636
399,148.785
400,143.313
400,137.293
401,132.072
401,124.280
402,115.386
402,102.092
403,93.095
403,83.901
404,77.102
404,69.751
405,61.497
405,52.788
406,44.793
406,38.822
407,34.207
407,28.877
408,23.469
408,19.180
409,15.923
409,13.034
410,11.429
410,9.561
411,7.385
411,6.200
412,4.967
412,4.423
413,4.142
413,3.495
414,2.959
414,2.444
415,2.460
415,2.081
416,2.135
416,1.866
417,1.871
417,1.555
418,1.530
418,1.389
419,1.175
419,1.128
420,1.145
420,1.131
421,0.893
421,1.031
422,0.879
422,0.745
423,0.813
423,0.820
424,0.833
424,0.732
425,0.801
425,0.739
426,0.684
426,0.736
427,0.676
427,0.768
428,0.703
428,0.631
429,0.642
429,0.631
430,0.577
430,0.594
431,0.552
431,0.621
432,0.597
432,0.560
433,0.547
433,0.534
434,0.543
434,0.556
435,0.627
435,0.587
436,0.536
436,0.577
437,0.511
437,0.548
438,0.575
438,0.533
439,0.424
439,0.515
440,0.447
440,0.500
441,0.520
441,0.584
442,0.536
442,0.452
443,0.475
443,0.436
444,0.451
444,0.412
445,0.528
445,0.416
446,0.465
446,0.563
447,0.398
447,0.488
448,0.398
448,0.489
449,0.513
449,0.549
450,0.599
450,0.522
