"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/24/2020 01:20:00 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_1PM_1 - CorrectionData"
"Wavelength nm.","Intensity"
365,1.265
366,1.261
366,0.834
367,0.533
367,0.494
368,0.428
368,0.082
369,0.203
369,0.081
370,0.057
370,-0.361
371,-0.397
371,-0.400
372,-0.683
372,-0.816
373,-0.451
373,-0.649
374,-1.213
374,-1.024
375,-1.097
375,-1.335
376,-1.489
376,-1.846
377,-1.756
377,-1.657
378,-2.136
378,-2.394
379,-2.296
379,-2.295
380,-2.365
380,-2.732
381,-2.502
381,-2.586
382,-2.422
382,-2.161
383,-2.123
383,-1.553
384,-0.745
384,0.770
385,1.442
385,2.916
386,5.045
386,7.255
387,10.640
387,14.058
388,19.218
388,23.027
389,28.041
389,35.475
390,41.857
390,51.335
391,59.630
391,67.639
392,74.081
392,84.387
393,94.460
393,104.588
394,113.874
394,121.867
395,130.004
395,137.606
396,143.843
396,149.616
397,152.583
397,155.777
398,153.031
398,151.829
399,150.514
399,146.018
400,139.418
400,135.797
401,127.645
401,120.577
402,111.630
402,101.233
403,91.430
403,82.846
404,74.660
404,65.315
405,56.392
405,49.076
406,41.602
406,35.715
407,29.911
407,23.649
408,18.191
408,14.008
409,9.759
409,7.652
410,5.276
410,3.067
411,1.371
411,-0.530
412,-1.237
412,-2.361
413,-2.798
413,-3.284
414,-3.867
414,-4.250
415,-4.518
415,-4.519
416,-4.591
416,-5.010
417,-5.099
417,-5.151
418,-5.290
418,-5.310
419,-5.591
419,-5.561
420,-5.538
420,-5.947
421,-5.867
421,-5.796
422,-5.915
422,-6.048
423,-6.028
423,-5.960
424,-6.007
424,-6.040
425,-6.196
425,-6.110
426,-6.189
426,-6.118
427,-6.135
427,-6.158
428,-6.216
428,-6.113
429,-6.230
429,-6.231
430,-6.145
430,-6.217
431,-6.113
431,-6.247
432,-6.345
432,-6.187
433,-6.388
433,-6.300
434,-6.307
434,-6.257
435,-6.346
435,-6.303
436,-6.387
436,-6.247
437,-6.355
437,-6.245
438,-6.301
438,-6.374
439,-6.280
439,-6.257
440,-6.308
440,-6.366
441,-6.513
441,-6.310
442,-6.340
442,-6.320
443,-6.370
443,-6.391
444,-6.292
444,-6.418
445,-6.470
445,-6.465
446,-6.529
446,-6.422
447,-6.332
447,-6.485
448,-6.490
448,-6.477
449,-6.450
449,-6.470
450,-6.474
450,-6.443
