"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/25/2020 05:05:08 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_5PM_1 - CorrectionData"
"Wavelength nm.","Intensity"
365,3.987
366,3.557
366,3.495
367,3.312
367,2.729
368,2.851
368,2.439
369,3.225
369,2.714
370,2.613
370,2.640
371,2.268
371,2.199
372,2.472
372,2.390
373,1.876
373,2.079
374,2.024
374,1.657
375,1.386
375,1.589
376,1.153
376,1.219
377,0.991
377,0.577
378,0.662
378,0.631
379,0.467
379,0.288
380,0.295
380,0.436
381,0.262
381,0.285
382,0.545
382,0.306
383,0.869
383,1.309
384,2.061
384,3.310
385,4.624
385,5.635
386,8.182
386,10.611
387,13.702
387,16.913
388,21.667
388,26.319
389,30.818
389,37.492
390,45.758
390,54.523
391,61.885
391,70.346
392,77.574
392,87.000
393,95.893
393,107.009
394,116.657
394,123.844
395,128.943
395,138.061
396,145.810
396,149.141
397,153.310
397,154.167
398,154.367
398,155.139
399,153.210
399,146.495
400,141.066
400,135.255
401,130.885
401,122.270
402,112.060
402,102.048
403,91.646
403,81.485
404,76.241
404,68.653
405,60.544
405,50.980
406,42.708
406,37.258
407,31.733
407,26.574
408,20.779
408,16.122
409,12.801
409,9.829
410,8.170
410,5.468
411,3.561
411,2.342
412,1.191
412,0.815
413,-0.060
413,-0.808
414,-0.949
414,-1.486
415,-1.544
415,-1.750
416,-1.992
416,-2.108
417,-2.208
417,-2.349
418,-2.599
418,-2.678
419,-2.795
419,-2.823
420,-3.052
420,-3.053
421,-3.095
421,-3.028
422,-3.080
422,-3.136
423,-3.156
423,-3.221
424,-3.231
424,-3.084
425,-3.272
425,-3.251
426,-3.245
426,-3.229
427,-3.303
427,-3.273
428,-3.261
428,-3.366
429,-3.342
429,-3.334
430,-3.408
430,-3.526
431,-3.423
431,-3.360
432,-3.442
432,-3.433
433,-3.439
433,-3.421
434,-3.425
434,-3.454
435,-3.568
435,-3.539
436,-3.561
436,-3.422
437,-3.451
437,-3.457
438,-3.503
438,-3.527
439,-3.400
439,-3.620
440,-3.534
440,-3.518
441,-3.471
441,-3.527
442,-3.578
442,-3.608
443,-3.560
443,-3.583
444,-3.538
444,-3.650
445,-3.505
445,-3.498
446,-3.634
446,-3.362
447,-3.686
447,-3.644
448,-3.489
448,-3.462
449,-3.484
449,-3.645
450,-3.724
450,-3.642
