"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/24/2020 10:26:39 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_10PM_1 - CorrectionData"
"Wavelength nm.","Intensity"
365,12.805
366,12.034
366,12.127
367,11.770
367,11.556
368,11.516
368,11.466
369,10.993
369,10.614
370,11.000
370,11.231
371,10.784
371,10.674
372,10.521
372,10.371
373,10.474
373,9.985
374,10.256
374,9.713
375,9.685
375,9.489
376,9.403
376,9.349
377,9.377
377,8.830
378,8.786
378,8.956
379,8.546
379,8.523
380,8.434
380,8.326
381,8.651
381,8.695
382,8.791
382,8.609
383,9.305
383,9.560
384,10.428
384,11.794
385,12.611
385,14.096
386,16.092
386,18.149
387,21.604
387,25.460
388,30.670
388,34.539
389,38.977
389,46.118
390,53.766
390,62.871
391,71.524
391,79.227
392,86.396
392,94.477
393,104.783
393,114.131
394,124.472
394,132.174
395,137.682
395,145.849
396,153.057
396,158.418
397,161.095
397,165.826
398,163.615
398,163.668
399,160.539
399,155.963
400,149.702
400,146.117
401,138.192
401,131.373
402,121.663
402,110.988
403,99.172
403,92.657
404,84.341
404,79.001
405,70.277
405,60.633
406,51.877
406,46.999
407,41.032
407,35.557
408,29.894
408,24.978
409,21.287
409,19.050
410,17.082
410,14.678
411,12.386
411,10.699
412,10.001
412,9.326
413,8.726
413,8.189
414,7.933
414,7.259
415,7.310
415,6.876
416,6.723
416,6.396
417,6.313
417,6.077
418,6.047
418,5.850
419,5.877
419,5.619
420,5.717
420,5.707
421,5.412
421,5.450
422,5.486
422,5.335
423,5.421
423,5.331
424,5.354
424,5.272
425,5.192
425,5.147
426,5.215
426,5.226
427,5.215
427,5.222
428,5.234
428,5.209
429,5.141
429,5.216
430,5.232
430,5.262
431,5.043
431,5.118
432,5.060
432,5.118
433,5.095
433,5.021
434,5.157
434,5.087
435,5.073
435,5.012
436,5.102
436,4.965
437,5.087
437,5.092
438,5.004
438,5.019
439,5.092
439,4.990
440,4.996
440,5.044
441,4.954
441,4.947
442,4.942
442,4.925
443,5.067
443,4.968
444,5.047
444,5.120
445,5.123
445,5.040
446,5.077
446,4.922
447,5.045
447,4.996
448,5.115
448,5.113
449,5.110
449,5.180
450,5.063
450,5.168
