"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","07/25/2020 05:11:35 PM"
"Comments"
"[Instrument Information]"
"Instrument Name:","RF-6000"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500756SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","Emission"
"EX Wavelength:","350.0 nm"
"EM Wavelength Start:","365.0 nm"
"EM Wavelength End:","450.0 nm"
"Data Interval:","0.5 nm"
"Scan Speed:","600 nm/min"
"[Instrument]"
"EX Bandwidth:","5.0 nm"
"EM Bandwidth:","5.0 nm"
"Sensitivity:","Auto"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"WaterRaman_5PM_5 - CorrectionData"
"Wavelength nm.","Intensity"
365,3.888
366,3.529
366,3.226
367,3.070
367,2.941
368,2.861
368,2.287
369,2.321
369,2.230
370,2.263
370,2.227
371,2.100
371,2.162
372,2.065
372,2.351
373,1.745
373,1.914
374,1.808
374,1.317
375,1.079
375,1.118
376,0.912
376,0.766
377,0.642
377,0.458
378,0.421
378,0.268
379,0.170
379,0.022
380,-0.013
380,-0.022
381,0.027
381,0.385
382,0.086
382,0.489
383,0.411
383,1.169
384,1.955
384,3.220
385,3.943
385,5.556
386,7.381
386,9.496
387,12.951
387,16.649
388,21.470
388,24.790
389,29.395
389,36.485
390,42.714
390,53.225
391,60.043
391,68.442
392,75.376
392,87.059
393,95.163
393,105.603
394,115.029
394,122.454
395,130.400
395,137.871
396,145.616
396,150.242
397,152.306
397,154.186
398,156.062
398,155.412
399,152.558
399,146.214
400,142.055
400,136.435
401,130.391
401,121.591
402,112.202
402,101.876
403,92.230
403,82.466
404,74.774
404,66.561
405,58.243
405,48.874
406,41.037
406,35.500
407,30.289
407,24.971
408,19.622
408,15.297
409,11.747
409,9.256
410,7.028
410,5.758
411,3.516
411,2.313
412,0.988
412,0.621
413,-0.044
413,-0.689
414,-1.136
414,-1.548
415,-1.766
415,-1.774
416,-1.954
416,-2.001
417,-2.394
417,-2.304
418,-2.696
418,-2.645
419,-2.744
419,-2.809
420,-2.984
420,-3.139
421,-3.053
421,-3.071
422,-3.096
422,-3.225
423,-3.269
423,-3.224
424,-3.181
424,-3.325
425,-3.269
425,-3.241
426,-3.300
426,-3.349
427,-3.354
427,-3.287
428,-3.342
428,-3.410
429,-3.336
429,-3.355
430,-3.456
430,-3.422
431,-3.455
431,-3.374
432,-3.502
432,-3.444
433,-3.473
433,-3.492
434,-3.442
434,-3.332
435,-3.538
435,-3.529
436,-3.489
436,-3.448
437,-3.553
437,-3.562
438,-3.426
438,-3.550
439,-3.495
439,-3.491
440,-3.416
440,-3.552
441,-3.561
441,-3.425
442,-3.534
442,-3.504
443,-3.545
443,-3.669
444,-3.552
444,-3.517
445,-3.510
445,-3.511
446,-3.587
446,-3.625
447,-3.588
447,-3.548
448,-3.629
448,-3.589
449,-3.556
449,-3.640
450,-3.570
450,-3.586
